Source,Invoice No,Date,Due Date,Shipment,Consol,PO,Containers,Consignor,Origin,Destination,ETA,Total Pkgs,Charge Code,Description,Standardised Description,Details,Qty,Currency,Rate,Conversion Rate,GST Y/N,Amount (Ex GST),GST,Amount (Inc GST),Invoice Total (Ex GST),Invoice Total (Inc GST)
AFER,S00005486,28-Jun-25,30-Jul-25,S00005486,C00004631,4073,PCIU1135314 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Brisbane,30-Jun-25,2960,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,3615.06,3769.06
AFER,S00005486,28-Jun-25,30-Jul-25,S00005486,C00004631,4073,PCIU1135314 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Brisbane,30-Jun-25,2960,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,3615.06,3769.06
AFER,S00005486,28-Jun-25,30-Jul-25,S00005486,C00004631,4073,PCIU1135314 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Brisbane,30-Jun-25,2960,,Delivery Cartage,Cartage,,1.0,AUD,500.0,1.0,Y,500.0,50.0,550.0,3615.06,3769.06
AFER,S00005486,28-Jun-25,30-Jul-25,S00005486,C00004631,4073,PCIU1135314 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Brisbane,30-Jun-25,2960,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,555.0,1.0,Y,555.0,55.5,610.5,3615.06,3769.06
AFER,S00005486,28-Jun-25,30-Jul-25,S00005486,C00004631,4073,PCIU1135314 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Brisbane,30-Jun-25,2960,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,3615.06,3769.06
AFER,S00005486,28-Jun-25,30-Jul-25,S00005486,C00004631,4073,PCIU1135314 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Brisbane,30-Jun-25,2960,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,3615.06,3769.06
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,International Freight,International Freight,MAY FRT USD700 PIL,3.0,USD,1218.27,0.191528,N,3654.82,0.0,3654.82,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,2160.0,1.0,N,2160.0,0.0,2160.0,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Destination Documentation Fee,Documentation Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Delivery Cartage,Cartage,,3.0,AUD,475.0,1.0,Y,1425.0,142.5,1567.5,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Delivery Cartage Booking Fees,Delivery Booking Fees,,3.0,AUD,567.0,1.0,Y,1701.0,170.1,1871.1,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,356.25,1.0,Y,356.25,35.62,391.87,9850.07,10231.79
AFER,S00005471,28-Jun-25,30-Jul-25,S00005471,C00004620,4029,"CAIU6154140 (20GP), FCGU2285081 (20GP), TGBU2214162 (20GP)",V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Melbourne,28-Jun-25,4224,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,3.0,AUD,16.67,1.0,Y,50.0,5.0,55.0,9850.07,10231.79
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,International Freight,International Freight,MAY FRT USD700 PIL,1.0,USD,1131.62,0.618582,N,1131.62,0.0,1131.62,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Delivery Order Fee,Delivery Order Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,720.0,1.0,N,720.0,0.0,720.0,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Delivery Cartage,Cartage,,1.0,AUD,475.0,1.0,Y,475.0,47.5,522.5,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,567.0,1.0,Y,567.0,56.7,623.7,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,118.75,1.0,Y,118.75,11.88,130.63,3565.37,3714.95
AFER,S00005447,17-Jun-25,30-Jul-25,S00005447,C00004601,4013,PCIU1381236 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Melbourne,17-Jun-25,2962,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,3565.37,3714.95
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,International Freight,International Freight,JUN FRT USD700 PIL,1.0,USD,1146.23,0.610698,N,1146.23,0.0,1146.23,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Delivery Order Fee,Delivery Order Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,720.0,1.0,N,720.0,0.0,720.0,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Delivery Cartage,Cartage,,1.0,AUD,870.0,1.0,Y,870.0,87.0,957.0,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,677.0,1.0,Y,677.0,67.7,744.7,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,217.5,1.0,Y,217.5,21.75,239.25,4183.73,4393.68
AFER,S00005488,21-Jun-25,30-Jul-25,S00005488,C00004632,4072,PCIU0226596 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2929,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,4183.73,4393.68
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,International Freight,International Freight,JUN FRT USD700 PIL,1.0,USD,1137.06,0.615623,N,1137.06,0.0,1137.06,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Delivery Order Fee,Delivery Order Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,720.0,1.0,N,720.0,0.0,720.0,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Delivery Cartage,Cartage,,1.0,AUD,500.0,1.0,Y,500.0,50.0,550.0,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,555.0,1.0,Y,555.0,55.5,610.5,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,3615.06,3769.06
AFER,S00005470,28-Jun-25,30-Jul-25,S00005470,C00004619,4066,PCIU0196125 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Brisbane,28-Jun-25,2962,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,3615.06,3769.06
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,International Freight,International Freight,JUN FRT USD700 PIL,1.0,USD,1146.23,0.610698,N,1146.23,0.0,1146.23,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Delivery Order Fee,Delivery Order Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,720.0,1.0,N,720.0,0.0,720.0,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Delivery Cartage,Cartage,,1.0,AUD,870.0,1.0,Y,870.0,87.0,957.0,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,677.0,1.0,Y,677.0,67.7,744.7,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,217.5,1.0,Y,217.5,21.75,239.25,4183.73,4393.68
AFER,S00005487,21-Jun-25,30-Jul-25,S00005487,C00004632,4087,PCIU1915202 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,3639,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Delivery Order Fee,Delivery Order Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,International Freight,International Freight,MAY FRT USD700 PIL,1.0,USD,1146.23,0.610698,N,1146.23,0.0,1146.23,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,720.0,1.0,N,720.0,0.0,720.0,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Delivery Cartage,Cartage,,1.0,AUD,870.0,1.0,Y,870.0,87.0,957.0,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,677.0,1.0,Y,677.0,67.7,744.7,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,217.5,1.0,Y,217.5,21.75,239.25,4183.73,4393.68
AFER,S00005443,21-Jun-25,30-Jul-25,S00005443,C00004599,4010,PCIU0232264 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,20-Jun-25,2300,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,4183.73,4393.68
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,International Freight,International Freight,MAY FRT USD700 PIL,1.0,USD,1131.62,0.618582,N,1131.62,0.0,1131.62,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Delivery Order Fee,Delivery Order Fee,,1.0,AUD,150.0,1.0,Y,150.0,15.0,165.0,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Destination Terminal Handling Charges,Destination Terminal Handling Charges,,1.0,AUD,720.0,1.0,N,720.0,0.0,720.0,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Quarantine Processing Charge,Customs Disbursements,,1.0,AUD,66.0,1.0,N,66.0,0.0,66.0,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Import Processing Charges,Customs Disbursements,,1.0,AUD,152.0,1.0,N,152.0,0.0,152.0,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Destination Customs Clearance,Customs Clearance Fee,,1.0,AUD,135.0,1.0,Y,135.0,13.5,148.5,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Delivery Cartage,Cartage,,1.0,AUD,575.0,1.0,Y,575.0,57.5,632.5,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Delivery Cartage Booking Fees,Delivery Booking Fees,,1.0,AUD,410.0,1.0,Y,410.0,41.0,451.0,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Delivery Fuel Surcharge,Cartage Fuel Levy,,1.0,AUD,172.5,1.0,Y,172.5,17.25,189.75,3562.12,3711.37
AFER,S00005445,17-Jun-25,30-Jul-25,S00005445,C00004600,4014,PCIU1280863 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Fremantle,14-Jun-25,2300,,Destination Sea Cargo Automation Fee,Sea Cargo Automation Fee,,1.0,AUD,50.0,1.0,Y,50.0,5.0,55.0,3562.12,3711.37
